user_id,item_id,event_type
50,631,click
50,39,click
50,497,view
50,780,view
50,233,view
50,943,click
50,530,like
50,149,view
50,397,view
51,584,click
51,129,click
51,876,view
51,261,click
51,515,click
51,449,save
51,900,save
51,104,save
51,483,view
51,224,click
51,832,save
51,874,click
51,866,save
51,491,save
51,473,view
51,10,click
51,405,view
51,896,view
51,302,click
51,231,save
52,154,view
52,805,click
52,742,view
52,469,click
52,822,click
52,871,dislike
52,405,view
52,202,save
52,38,click
52,942,view
52,772,view
52,188,click
52,57,view
52,941,view
52,20,view
52,273,save
52,119,save
52,583,click
52,516,view
52,221,view
52,526,click
52,515,view
52,728,view
52,741,click
52,336,dislike
52,698,click
52,55,click
52,500,complete
52,900,view
52,888,click
52,766,complete
52,536,view
52,162,click
52,670,click
52,594,click
52,915,click
52,159,like
52,188,save
52,60,view
53,302,view
53,922,view
53,581,view
53,349,view
53,832,view
53,933,save
53,980,complete
53,49,view
53,917,view
53,74,save
53,704,view
53,261,view
53,356,like
53,582,view
53,602,click
53,260,click
53,638,view
53,743,view
53,295,save
53,931,view
53,641,view
53,792,click
53,313,click
53,612,view
53,838,like
53,809,view
53,182,save
53,686,save
53,828,click
53,364,view
53,188,complete
53,569,view
53,543,click
53,596,view
53,664,view
53,985,view
53,548,complete
53,725,complete
53,926,view
54,178,like
54,629,view
54,708,click
54,895,view
54,490,save
54,327,view
54,598,view
54,289,complete
54,593,save
54,664,view
54,573,view
54,573,like
54,354,click
54,28,save
54,954,save
54,43,view
54,681,view
54,423,click
54,598,view
54,177,view
54,529,complete
54,610,click
54,966,save
54,494,click
54,198,click
54,610,view
54,577,view
54,842,view
54,853,view
54,517,save
54,514,view
54,22,view
54,112,view
54,57,view
54,66,view
54,842,view
54,98,view
55,920,like
55,508,click
55,476,view
55,297,click
55,164,save
55,485,view
55,597,like
55,72,like
55,567,view
55,905,dislike
55,559,view
55,911,view
56,613,like
56,928,save
56,892,click
56,688,complete
56,619,view
56,613,dislike
56,260,click
56,990,click
56,966,view
56,366,like
56,758,view
56,787,view
57,837,view
57,537,save
57,131,like
57,353,click
57,196,view
57,793,view
57,916,view
57,930,click
57,666,view
57,382,like
57,645,click
57,227,view
57,701,click
57,476,view
57,477,click
57,265,click
57,372,save
57,486,save
57,434,view
57,646,view
57,211,click
57,572,view
57,940,view
57,377,view
57,395,click
57,450,view
57,943,click
57,364,dislike
57,876,view
57,457,view
57,725,view
58,815,view
58,806,view
58,143,like
58,191,click
58,533,view
58,227,complete
58,313,view
58,629,view
58,949,view
58,302,click
58,654,like
58,460,view
58,401,like
58,551,view
58,393,like
58,867,save
58,764,save
58,845,view
58,207,complete
58,210,click
58,115,view
58,737,save
58,646,view
58,251,like
58,219,view
58,407,click
58,443,click
58,603,view
58,354,view
59,376,click
59,820,click
59,89,view
59,654,view
59,203,view
59,821,click
59,739,click
59,955,view
59,334,like
59,222,view
59,41,complete
59,708,view
59,68,click
59,988,view
59,776,like
59,514,view
59,873,view
59,637,view
59,622,view
59,598,view
59,937,complete
59,632,view
59,127,save
59,255,click
59,695,click
59,16,view
59,477,view
59,62,save
59,881,complete
59,432,view
59,670,view
59,268,view
59,35,dislike
59,779,view
59,576,view
59,494,like
59,562,view
60,262,view
60,730,view
60,283,click
60,648,click
60,467,like
60,380,view
60,362,save
60,449,save
60,441,view
60,93,view
60,621,view
60,753,view
60,867,view
60,424,view
60,142,view
60,291,save
61,856,click
61,789,like
61,819,click
61,571,view
61,935,click
61,183,view
61,41,click
61,551,complete
61,397,click
61,704,like
61,779,view
61,494,click
61,659,save
61,907,view
61,333,like
61,127,view
61,558,click
61,557,save
61,1,click
61,168,view
61,620,click
62,113,view
62,737,view
62,332,click
62,378,click
62,755,click
62,655,save
62,41,dislike
62,935,save
62,770,click
62,959,click
62,797,view
62,105,view
62,202,view
62,450,like
62,819,save
62,843,view
62,973,view
62,266,save
62,910,view
62,210,view
62,563,like
62,118,view
62,713,view
62,377,click
63,188,view
63,364,view
63,866,click
63,800,click
63,451,view
63,195,view
63,156,view
63,172,view
63,847,click
63,41,click
63,63,view
63,23,view
63,360,dislike
63,75,view
63,560,click
63,672,view
63,825,view
63,118,view
63,612,click
63,380,complete
63,929,view
63,920,view
63,679,view
63,290,view
63,440,view
63,668,view
63,933,save
63,7,view
63,196,view
63,421,like
63,568,view
63,833,complete
63,193,view
63,559,like
64,786,view
64,201,view
64,369,view
64,797,click
64,77,view
64,59,click
64,431,click
64,638,save
65,947,view
65,899,view
65,554,dislike
65,354,like
65,416,click
65,109,click
65,563,click
65,762,view
65,497,view
65,341,view
65,942,view
65,383,click
65,533,view
65,300,complete
65,139,like
65,359,click
65,836,click
65,499,like
65,385,view
65,604,save
65,959,view
65,280,save
65,637,view
65,483,like
65,909,complete
65,111,view
65,866,view
66,582,view
66,695,click
66,762,view
66,228,view
66,102,view
66,587,view
66,417,view
66,958,complete
66,216,view
66,407,click
66,399,save
66,923,like
66,715,view
66,704,like
66,761,click
66,499,click
66,754,click
66,465,save
66,691,view
66,949,click
66,974,click
66,731,save
66,82,dislike
66,604,view
66,947,dislike
66,687,view
66,751,view
66,772,view
66,903,view
66,365,click
66,163,view
66,48,view
66,511,complete
66,329,save
66,840,save
66,116,like
67,194,view
67,703,click
67,104,click
67,535,view
67,265,like
67,802,view
67,942,view
67,974,view
67,384,view
67,260,view
67,414,click
67,991,save
67,358,click
67,75,view
67,355,view
67,584,view
67,771,view
67,910,save
67,188,view
67,973,click
67,685,like
67,992,view
67,290,save
67,45,click
67,573,click
67,83,click
67,123,view
67,358,view
67,528,view
67,66,view
67,936,click
67,657,view
67,375,like
67,162,click
67,746,view
67,380,view
67,656,like
67,358,save
67,188,click
68,561,view
68,591,view
68,441,click
68,991,view
68,241,view
68,861,view
68,154,view
68,786,save
68,96,view
68,726,save
68,294,like
68,209,view
68,343,like
68,88,view
68,818,complete
68,776,view
69,218,view
69,925,click
69,929,dislike
69,828,view
69,987,view
69,729,view
69,632,like
69,951,view
69,906,view
69,175,click
69,23,save
69,725,view
69,917,like
69,235,view
69,13,click
69,101,view
69,929,click
69,536,view
69,876,like
69,523,click
69,785,click
69,452,save
69,431,save
69,793,view
69,606,view
69,713,complete
69,533,view
70,28,view
70,326,like
70,940,view
70,149,view
70,540,view
70,488,view
70,822,click
71,558,view
71,525,click
71,677,click
71,102,view
71,792,view
71,770,complete
71,982,click
71,849,click
71,868,view
71,398,save
71,138,save
71,675,click
71,921,complete
71,387,view
72,745,view
72,674,view
72,421,view
72,134,like
72,391,click
72,992,complete
72,736,click
72,501,view
72,665,view
72,33,click
72,55,click
72,954,dislike
72,519,view
72,756,click
72,825,click
72,638,click
72,12,click
72,528,save
72,720,view
72,555,click
72,373,click
72,484,like
72,973,save
72,647,view
72,228,view
72,623,dislike
72,307,click
72,457,like
72,160,view
72,331,click
72,776,save
72,225,complete
72,983,view
72,729,click
73,489,view
73,686,click
73,242,like
73,794,view
73,753,like
73,882,click
73,5,view
73,596,dislike
73,820,click
73,361,view
73,459,click
73,248,view
73,566,click
73,673,view
73,946,view
73,422,complete
73,923,click
73,738,view
73,15,view
73,736,like
73,573,view
73,122,view
73,277,view
73,558,view
73,453,save
73,390,click
73,294,view
73,574,click
73,598,view
73,446,complete
73,210,complete
73,590,view
73,714,like
73,302,save
73,909,view
74,833,view
74,427,view
74,39,view
74,593,click
74,187,view
74,596,view
74,600,view
74,754,like
74,854,dislike
74,93,view
74,86,save
74,44,view
74,137,view
74,421,save
74,74,like
74,548,complete
74,613,click
74,988,view
74,512,save
74,156,view
74,938,click
74,255,view
74,171,click
74,981,view
74,728,view
74,170,like
74,764,view
74,872,click
74,322,view
74,567,view
74,456,view
74,944,view
74,603,like
74,790,view
75,580,view
75,709,click
75,256,view
75,651,click
75,824,view
75,947,view
75,661,like
75,99,view
75,588,view
75,282,save
75,883,view
75,403,click
75,109,save
75,700,view
75,199,save
75,303,click
75,327,view
75,154,view
75,552,view
75,645,complete
75,405,view
75,462,click
75,132,click
75,791,click
75,874,view
75,84,view
75,399,click
75,754,view
75,628,view
75,109,view
75,221,view
75,904,like
75,553,view
76,988,save
76,844,click
76,38,like
76,511,save
76,420,view
76,751,view
76,169,view
76,965,view
77,504,click
77,22,view
77,213,view
77,310,complete
77,661,click
77,968,view
77,753,click
77,272,save
77,571,click
77,799,view
77,938,complete
77,202,view
77,32,view
77,443,view
77,162,view
77,767,save
77,254,view
77,521,view
77,977,like
77,651,view
78,763,click
78,681,complete
78,477,view
78,73,view
78,141,click
78,582,save
78,262,click
78,340,complete
78,308,view
78,245,click
78,515,click
78,337,like
78,575,view
78,561,save
78,76,click
78,880,view
78,175,view
78,109,like
78,183,view
78,192,view
78,65,view
78,849,like
78,963,click
78,474,save
78,783,view
78,100,click
78,544,click
78,864,save
78,128,like
78,452,view
78,914,click
78,369,view
78,851,click
78,43,view
78,884,view
78,419,view
78,488,click
78,78,view
79,846,view
79,69,view
79,118,view
79,888,view
79,59,dislike
79,33,view
79,318,click
79,50,view
79,880,complete
79,489,view
79,19,view
79,726,click
79,197,click
79,891,view
79,450,view
79,990,view
79,559,view
79,679,view
79,452,view
79,289,view
79,141,view
79,84,click
79,694,complete
79,391,click
79,591,view
79,215,view
79,526,complete
79,215,view
79,403,view
79,128,click
79,822,click
79,477,click
80,309,save
80,802,click
80,918,view
80,835,view
80,134,click
80,719,view
80,283,complete
80,778,click
80,73,complete
80,481,view
80,352,click
80,560,click
80,326,click
80,745,view
80,443,click
80,100,view
80,59,click
80,508,view
80,258,like
80,413,view
80,452,save
80,65,like
80,595,save
80,154,click
80,985,view
80,266,dislike
80,821,view
80,79,click
80,315,click
80,662,click
80,947,view
80,560,click
80,917,save
80,891,view
81,366,view
81,69,save
81,299,view
81,944,view
81,802,save
81,296,view
81,203,like
81,61,like
81,946,like
81,963,view
81,830,save
81,314,view
81,161,like
81,331,click
81,528,save
81,338,view
81,606,click
81,304,view
81,503,save
81,650,view
81,338,click
81,550,save
81,639,click
81,275,view
81,164,click
81,443,view
81,319,view
81,589,view
81,504,view
81,686,view
81,387,click
81,970,view
81,870,view
81,833,like
81,888,view
81,603,click
81,750,save
82,21,complete
82,242,view
82,455,view
82,963,click
82,621,complete
82,303,like
82,596,view
82,595,view
82,803,click
82,964,click
82,69,view
82,129,like
82,196,click
82,140,save
82,444,like
82,283,click
82,312,view
82,746,click
82,535,view
82,665,click
82,277,view
82,61,click
82,319,view
82,890,view
82,52,view
82,856,view
82,153,click
82,749,click
82,311,click
82,814,view
82,544,view
82,567,view
83,938,click
83,499,view
83,974,click
83,634,view
83,650,like
83,115,click
83,932,click
83,674,view
83,713,click
83,234,view
83,540,view
83,11,view
83,206,click
83,679,view
83,247,view
83,559,like
83,758,view
83,127,click
83,147,view
83,118,view
83,911,save
83,382,view
83,412,view
83,664,click
83,584,click
83,363,click
83,509,view
83,137,view
83,175,click
83,289,click
83,958,save
83,481,save
83,19,save
83,195,view
83,330,view
83,936,save
84,413,view
84,339,view
84,659,view
84,962,view
84,937,click
84,429,save
84,783,click
84,899,dislike
84,139,view
84,693,click
84,942,dislike
84,542,view
84,57,complete
84,232,view
84,658,view
84,435,view
84,384,click
84,560,click
85,507,view
85,572,view
85,884,click
85,843,view
85,122,view
85,479,save
85,619,save
85,96,click
86,932,like
86,136,save
86,201,click
86,250,click
86,314,like
86,869,click
86,368,click
86,429,view
86,830,view
86,807,click
86,480,view
86,314,view
86,500,view
86,721,view
86,355,view
86,485,view
86,211,like
86,704,click
86,44,view
86,541,view
86,571,click
86,583,view
86,92,save
86,265,click
86,895,save
86,220,view
86,902,click
86,925,view
86,442,complete
87,61,view
87,129,view
87,990,like
87,685,save
87,992,click
87,156,like
87,917,save
87,378,view
87,622,view
87,781,click
87,923,click
87,868,view
87,903,click
87,790,view
87,586,click
87,437,save
87,975,click
87,207,complete
87,388,save
87,480,like
87,791,complete
87,887,save
87,838,click
87,984,view
87,340,view
87,869,click
87,340,view
87,204,view
87,161,complete
87,540,like
87,392,save
87,769,view
87,677,view
87,575,view
88,598,like
88,166,like
88,415,view
88,462,click
88,920,view
88,114,dislike
88,433,dislike
88,992,click
88,356,save
88,928,click
88,695,click
88,207,view
88,768,view
88,235,click
88,442,click
88,355,view
88,515,complete
88,208,view
88,709,click
88,853,click
88,125,click
88,138,click
88,339,view
88,537,view
88,68,click
88,573,click
88,541,view
88,383,click
88,19,view
88,683,click
88,450,save
88,74,view
88,573,view
88,939,save
88,665,click
88,276,click
88,48,save
88,211,save
88,855,complete
89,156,click
89,184,view
89,90,like
89,94,click
89,13,click
89,973,view
89,834,view
90,29,click
90,296,click
90,986,complete
90,926,click
90,721,view
90,640,save
90,340,like
90,628,view
90,439,view
90,144,view
90,942,click
90,830,click
91,207,click
91,607,like
91,885,view
91,734,click
91,366,save
91,276,view
91,380,view
91,743,view
91,309,view
91,631,complete
91,268,view
91,945,view
92,899,view
92,805,complete
92,638,view
92,808,like
92,584,save
92,296,view
92,236,dislike
92,56,view
92,919,view
92,360,save
92,907,click
92,110,click
92,192,view
92,904,view
92,93,save
92,862,view
92,568,view
92,60,view
92,650,view
92,39,like
92,540,view
92,49,dislike
92,420,view
92,637,click
93,777,like
